x;y
58,5;1832,125
58,6;1838,18
58,7;1844,245
58,8;1850,32
58,9;1856,405
59;1862,5
59,1;1868,605
59,2;1874,72
59,3;1880,845
59,4;1886,98
59,5;1893,125
59,6;1899,28
59,7;1905,445
59,8;1911,62
59,9;1917,805
60;1924
60,1;1930,205
60,2;1936,42
60,3;1942,645
60,4;1948,88
60,5;1955,125
60,6;1961,38
60,7;1967,645
60,8;1973,92
60,9;1980,205
61;1986,5
61,1;1992,805
61,2;1999,12
61,3;2005,445
61,4;2011,78
61,5;2018,125
61,6;2024,48
61,7;2030,845
61,8;2037,22
61,9;2043,605
62;2050
62,1;2056,405
62,2;2062,82
62,3;2069,245
62,4;2075,68
62,5;2082,125
62,6;2088,58
62,7;2095,045
62,8;2101,52
62,9;2108,005
63;2114,5
63,1;2121,005
63,2;2127,52
63,3;2134,045
63,4;2140,58
63,5;2147,125
63,6;2153,68
63,7;2160,245
63,8;2166,82
63,9;2173,405
64;2180
64,1;2186,605
64,2;2193,22
64,3;2199,845
64,4;2206,48
64,5;2213,125
64,6;2219,78
64,7;2226,445
64,8;2233,12
64,9;2239,805
65;2246,5
65,1;2253,205
65,2;2259,92
65,3;2266,645
65,4;2273,38
65,5;2280,125
65,6;2286,88
65,7;2293,645
65,8;2300,42
65,9;2307,205
66;2314
66,1;2320,805
66,2;2327,62
66,3;2334,445
66,4;2341,28
66,5;2348,125
66,6;2354,98
66,7;2361,845
66,8;2368,72
66,9;2375,605
67;2382,5
67,1;2389,405
67,2;2396,32
67,3;2403,245
67,4;2410,18
67,5;2417,125
67,6;2424,08
67,7;2431,045
67,8;2438,02
67,9;2445,005
68;2452
68,1;2459,005
68,2;2466,02
68,3;2473,045
68,4;2480,08
68,5;2487,125
68,6;2494,18
68,7;2501,245
68,8;2508,32
68,9;2515,405
69;2522,5
69,1;2529,605
69,2;2536,72
69,3;2543,845
69,4;2550,98
69,5;2558,125
69,6;2565,28
69,7;2572,445
69,8;2579,62
69,9;2586,805
70;2594
70,1;2601,205
70,2;2608,42
70,3;2615,645
70,4;2622,88
70,5;2630,125
70,6;2637,38
70,7;2644,645
70,8;2651,92
70,9;2659,205
71;2666,5
71,1;2673,805
71,2;2681,12
71,3;2688,445
71,4;2695,78
71,5;2703,125
71,6;2710,48
71,7;2717,845
71,8;2725,22
71,9;2732,605
72;2740
72,1;2747,405
72,2;2754,82
72,3;2762,245
72,4;2769,68
72,5;2777,125
72,6;2784,58
72,7;2792,045
72,8;2799,52
72,9;2807,005
73;2814,5
73,1;2822,005
73,2;2829,52
73,3;2837,045
73,4;2844,58
73,5;2852,125
73,6;2859,68
73,7;2867,245
73,8;2874,82
73,9;2882,405
74;2890
74,1;2897,605
74,2;2905,22
74,3;2912,845
74,4;2920,48
74,5;2928,125
74,6;2935,78
74,7;2943,445
74,8;2951,12
74,9;2958,805
75;2966,5
75,1;2974,205
75,2;2981,92
75,3;2989,645
75,4;2997,38
75,5;3005,125
75,6;3012,88
75,7;3020,645
75,8;3028,42
75,9;3036,205
76;3044
76,1;3051,805
76,2;3059,62
76,3;3067,445
76,4;3075,28
76,5;3083,125
76,6;3090,98
76,7;3098,845
76,8;3106,72
76,9;3114,605
77;3122,5
77,1;3130,405
77,2;3138,32
77,3;3146,245
77,4;3154,18
77,5;3162,125
77,6;3170,08
77,7;3178,045
77,8;3186,02
77,9;3194,005
78;3202
78,1;3210,005
78,2;3218,02
78,3;3226,045
78,4;3234,08
78,5;3242,125
78,6;3250,18
78,7;3258,245
78,8;3266,32
78,9;3274,405
79;3282,5
79,1;3290,605
79,2;3298,72
79,3;3306,845
79,4;3314,98
79,5;3323,125
79,6;3331,28
79,7;3339,445
79,8;3347,62
79,9;3355,805
80;3364
80,1;3372,205
80,2;3380,42
80,3;3388,645
80,4;3396,88
80,5;3405,125
80,6;3413,38
80,7;3421,645
80,8;3429,92
80,9;3438,205
81;3446,5
81,1;3454,805
81,2;3463,12
81,3;3471,445
81,4;3479,78
81,5;3488,125
81,6;3496,48
81,7;3504,845
81,8;3513,22
81,9;3521,605
82;3530
82,1;3538,405
82,2;3546,82
82,3;3555,245
82,4;3563,68
82,5;3572,125
82,6;3580,58
82,7;3589,045
82,8;3597,52
82,9;3606,005
83;3614,5
83,1;3623,005
83,2;3631,52
83,3;3640,045
83,4;3648,58
83,5;3657,125
83,6;3665,68
83,7;3674,245
83,8;3682,82
83,9;3691,405
84;3700
84,1;3708,605
84,2;3717,22
84,3;3725,845
84,4;3734,48
84,5;3743,125
84,6;3751,78
84,7;3760,445
84,8;3769,12
84,9;3777,805
85;3786,5
85,1;3795,205
85,2;3803,92
85,3;3812,645
85,4;3821,38
85,5;3830,125
85,6;3838,88
85,7;3847,645
85,8;3856,42
85,9;3865,205
86;3874
86,1;3882,805
86,2;3891,62
86,3;3900,445
86,4;3909,28
86,5;3918,125
86,6;3926,98
86,7;3935,845
86,8;3944,72
86,9;3953,605
87;3962,5
87,1;3971,405
87,2;3980,32
87,3;3989,245
87,4;3998,18
87,5;4007,125
87,6;4016,08
87,7;4025,045
87,8;4034,02
87,9;4043,005
88;4052
88,1;4061,005
88,2;4070,02
88,3;4079,045
88,4;4088,08
88,5;4097,125
88,6;4106,18
88,7;4115,245
88,8;4124,32
88,9;4133,405
89;4142,5
89,1;4151,605
89,2;4160,72
89,3;4169,845
89,4;4178,98
89,5;4188,125
89,6;4197,28
89,7;4206,445
89,8;4215,62
89,9;4224,805
90;4234
90,1;4243,205
90,2;4252,42
90,3;4261,645
90,4;4270,88
90,5;4280,125
90,6;4289,38
90,7;4298,645
90,8;4307,92
90,9;4317,205
91;4326,5
91,1;4335,805
91,2;4345,12
91,3;4354,445
91,4;4363,78
91,5;4373,125
91,6;4382,48
91,7;4391,845
91,8;4401,22
91,9;4410,605
92;4420
92,1;4429,405
92,2;4438,82
92,3;4448,245
92,4;4457,68
92,5;4467,125
92,6;4476,58
92,7;4486,045
92,8;4495,52
92,9;4505,005
93;4514,5
93,1;4524,005
93,2;4533,52
93,3;4543,045
93,4;4552,58
93,5;4562,125
93,6;4571,68
93,7;4581,245
93,8;4590,82
93,9;4600,405
94;4610
94,1;4619,605
94,2;4629,22
94,3;4638,845
94,4;4648,48
94,5;4658,125
94,6;4667,78
94,7;4677,445
94,8;4687,12
94,9;4696,805
95;4706,5
95,1;4716,205
95,2;4725,92
95,3;4735,645
95,4;4745,38
95,5;4755,125
95,6;4764,88
95,7;4774,645
95,8;4784,42
95,9;4794,205
96;4804
96,1;4813,805
96,2;4823,62
96,3;4833,445
96,4;4843,28
96,5;4853,125
96,6;4862,98
96,7;4872,845
96,8;4882,72
96,9;4892,605
97;4902,5
97,1;4912,405
97,2;4922,32
97,3;4932,245
97,4;4942,18
97,5;4952,125
97,6;4962,08
97,7;4972,045
97,8;4982,02
97,9;4992,005
98;5002
98,1;5012,005
98,2;5022,02
98,3;5032,045
98,4;5042,08
98,5;5052,125
98,6;5062,18
98,7;5072,245
98,8;5082,32
98,9;5092,405
99;5102,5
99,1;5112,605
99,2;5122,72
99,3;5132,845
99,4;5142,98
99,5;5153,125
99,6;5163,28
99,7;5173,445
99,8;5183,62
99,9;5193,805
100;5204
100,1;5214,205
100,2;5224,42
100,3;5234,645
100,4;5244,88
100,5;5255,125
100,6;5265,38
100,7;5275,645
100,8;5285,92
100,9;5296,205
101;5306,5
101,1;5316,805
101,2;5327,12
101,3;5337,445
101,4;5347,78
101,5;5358,125
101,6;5368,48
101,7;5378,845
101,8;5389,22
101,9;5399,605
102;5410
102,1;5420,405
102,2;5430,82
102,3;5441,245
102,4;5451,68
102,5;5462,125
102,6;5472,58
102,7;5483,045
102,8;5493,52
102,9;5504,005
103;5514,5
103,1;5525,005
103,2;5535,52
103,3;5546,045
103,4;5556,58
103,5;5567,125
103,6;5577,68
103,7;5588,245
103,8;5598,82
103,9;5609,405
104;5620
104,1;5630,605
104,2;5641,22
104,3;5651,845
104,4;5662,48
104,5;5673,125
104,6;5683,78
104,7;5694,445
104,8;5705,12
104,9;5715,805
105;5726,5
105,1;5737,205
105,2;5747,92
105,3;5758,645
105,4;5769,38
105,5;5780,125
105,6;5790,88
105,7;5801,645
105,8;5812,42
105,9;5823,205
106;5834
106,1;5844,805
106,2;5855,62
106,3;5866,445
106,4;5877,28
106,5;5888,125
106,6;5898,98
106,7;5909,845
106,8;5920,72
106,9;5931,605
107;5942,5
107,1;5953,405
107,2;5964,32
107,3;5975,245
107,4;5986,18
107,5;5997,125
107,6;6008,08
107,7;6019,045
107,8;6030,02
107,9;6041,005
108;6052
108,1;6063,005
108,2;6074,02
108,3;6085,045
108,4;6096,08
108,5;6107,125
108,6;6118,18
108,7;6129,245
108,8;6140,32
108,9;6151,405
109;6162,5
109,1;6173,605
109,2;6184,72
109,3;6195,845
109,4;6206,98
109,5;6218,125
109,6;6229,28
109,7;6240,445
109,8;6251,62
109,9;6262,805
110;6274
110,1;6285,205
110,2;6296,42
110,3;6307,645
110,4;6318,88
110,5;6330,125
110,6;6341,38
110,7;6352,645
110,8;6363,92
110,9;6375,205
111;6386,5
111,1;6397,805
111,2;6409,12
111,3;6420,445
111,4;6431,78
111,5;6443,125
111,6;6454,48
111,7;6465,845
111,8;6477,22
111,9;6488,605
112;6500
112,1;6511,405
112,2;6522,82
112,3;6534,245
112,4;6545,68
112,5;6557,125
112,6;6568,58
112,7;6580,045
112,8;6591,52
112,9;6603,005
113;6614,5
113,1;6626,005
113,2;6637,52
113,3;6649,045
113,4;6660,58
113,5;6672,125
113,6;6683,68
113,7;6695,245
113,8;6706,82
113,9;6718,405
114;6730
114,1;6741,605
114,2;6753,22
114,3;6764,845
114,4;6776,48
114,5;6788,125
114,6;6799,78
114,7;6811,445
114,8;6823,12
114,9;6834,805
115;6846,5
115,1;6858,205
115,2;6869,92
115,3;6881,645
115,4;6893,38
115,5;6905,125
115,6;6916,88
115,7;6928,645
115,8;6940,42
115,9;6952,205
116;6964
116,1;6975,805
116,2;6987,62
116,3;6999,445
116,4;7011,28
116,5;7023,125
116,6;7034,98
116,7;7046,845
116,8;7058,72
116,9;7070,605
117;7082,5
117,1;7094,405
117,2;7106,32
117,3;7118,245
117,4;7130,18
117,5;7142,125
117,6;7154,08
117,7;7166,045
117,8;7178,02
117,9;7190,005
118;7202
118,1;7214,005
118,2;7226,02
118,3;7238,045
118,4;7250,08
118,5;7262,125
118,6;7274,18
118,7;7286,245
118,8;7298,32
118,9;7310,405
119;7322,5
119,1;7334,605
119,2;7346,72
119,3;7358,845
119,4;7370,98
119,5;7383,125
119,6;7395,28
119,7;7407,445
119,8;7419,62
119,9;7431,805
120;7444
120,1;7456,205
120,2;7468,42
120,3;7480,645
120,4;7492,88
120,5;7505,125
120,6;7517,38
120,7;7529,645
120,8;7541,92
120,9;7554,205
121;7566,5
121,1;7578,805
121,2;7591,12
121,3;7603,445
121,4;7615,78
121,5;7628,125
121,6;7640,48
121,7;7652,845
121,8;7665,22
121,9;7677,605
122;7690
122,1;7702,405
122,2;7714,82
122,3;7727,245
122,4;7739,68
122,5;7752,125
122,6;7764,58
122,7;7777,045
122,8;7789,52
122,9;7802,005
123;7814,5
123,1;7827,005
123,2;7839,52
123,3;7852,045
123,4;7864,58
123,5;7877,125
123,6;7889,68
123,7;7902,245
123,8;7914,82
123,9;7927,405
124;7940
124,1;7952,605
124,2;7965,22
124,3;7977,845
124,4;7990,48
124,5;8003,125
124,6;8015,78
124,7;8028,445
124,8;8041,12
124,9;8053,805
125;8066,5
125,1;8079,205
125,2;8091,92
125,3;8104,645
125,4;8117,38
125,5;8130,125
125,6;8142,88
125,7;8155,645
125,8;8168,42
125,9;8181,205
126;8194
126,1;8206,805
126,2;8219,62
126,3;8232,445
126,4;8245,28
126,5;8258,125
126,6;8270,98
126,7;8283,845
126,8;8296,72
126,9;8309,605
127;8322,5
127,1;8335,405
127,2;8348,32
127,3;8361,245
127,4;8374,18
127,5;8387,125
127,6;8400,08
127,7;8413,045
127,8;8426,02
127,9;8439,005
128;8452
128,1;8465,005
128,2;8478,02
128,3;8491,045
128,4;8504,08
128,5;8517,125
128,6;8530,18
128,7;8543,245
128,8;8556,32
128,9;8569,405
129;8582,5
129,1;8595,605
129,2;8608,72
129,3;8621,845
129,4;8634,98
129,5;8648,125
129,6;8661,28
129,7;8674,445
129,8;8687,62
129,9;8700,805
130;8714
130,1;8727,205
130,2;8740,42
130,3;8753,645
130,4;8766,88
130,5;8780,125
130,6;8793,38
130,7;8806,645
130,8;8819,92
130,9;8833,205
131;8846,5
131,1;8859,805
131,2;8873,12
131,3;8886,445
131,4;8899,78
131,5;8913,125
131,6;8926,48
131,7;8939,845
131,8;8953,22
131,9;8966,605
132;8980
132,1;8993,405
132,2;9006,82
132,3;9020,245
132,4;9033,68
132,5;9047,125
132,6;9060,58
132,7;9074,045
132,8;9087,52
132,9;9101,005
133;9114,5
133,1;9128,005
133,2;9141,52
133,3;9155,045
133,4;9168,58
133,5;9182,125
133,6;9195,68
133,7;9209,245
133,8;9222,82
133,9;9236,405
134;9250
134,1;9263,605
134,2;9277,22
134,3;9290,845
134,4;9304,48
134,5;9318,125
134,6;9331,78
134,7;9345,445
134,8;9359,12
134,9;9372,805
135;9386,5
135,1;9400,205
135,2;9413,92
135,3;9427,645
135,4;9441,38
135,5;9455,125
135,6;9468,88
135,7;9482,645
135,8;9496,42
135,9;9510,205
136;9524
136,1;9537,805
136,2;9551,62
136,3;9565,445
136,4;9579,28
136,5;9593,125
136,6;9606,98
136,7;9620,845
136,8;9634,72
136,9;9648,605
137;9662,5
137,1;9676,405
137,2;9690,32
137,3;9704,245
137,4;9718,18
137,5;9732,125
137,6;9746,08
137,7;9760,045
137,8;9774,02
137,9;9788,005
138;9802
138,1;9816,005
138,2;9830,02
138,3;9844,045
138,4;9858,08
138,5;9872,125
138,6;9886,18
138,7;9900,245
138,8;9914,32
138,9;9928,405
139;9942,5
139,1;9956,605
139,2;9970,72
139,3;9984,845
139,4;9998,98
139,5;10013,125
139,6;10027,28
139,7;10041,445
139,8;10055,62
139,9;10069,805
140;10084
140,1;10098,205
140,2;10112,42
140,3;10126,645
140,4;10140,88
140,5;10155,125
140,6;10169,38
140,7;10183,645
140,8;10197,92
140,9;10212,205
141;10226,5
141,1;10240,805
141,2;10255,12
141,3;10269,445
141,4;10283,78
141,5;10298,125
141,6;10312,48
141,7;10326,845
141,8;10341,22
141,9;10355,605
142;10370
142,1;10384,405
142,2;10398,82
142,3;10413,245
142,4;10427,68
142,5;10442,125
142,6;10456,58
142,7;10471,045
142,8;10485,52
142,9;10500,005
143;10514,5
143,1;10529,005
143,2;10543,52
143,3;10558,045
143,4;10572,58
143,5;10587,125
143,6;10601,68
143,7;10616,245
143,8;10630,82
143,9;10645,405
144;10660
144,1;10674,605
144,2;10689,22
144,3;10703,845
144,4;10718,48
144,5;10733,125
144,6;10747,78
144,7;10762,445
144,8;10777,12
144,9;10791,805
145;10806,5
145,1;10821,205
145,2;10835,92
145,3;10850,645
145,4;10865,38
145,5;10880,125
145,6;10894,88
145,7;10909,645
145,8;10924,42
145,9;10939,205
146;10954
146,1;10968,805
146,2;10983,62
146,3;10998,445
146,4;11013,28
146,5;11028,125
146,6;11042,98
146,7;11057,845
146,8;11072,72
146,9;11087,605
147;11102,5
147,1;11117,405
147,2;11132,32
147,3;11147,245
147,4;11162,18
147,5;11177,125
147,6;11192,08
147,7;11207,045
147,8;11222,02
147,9;11237,005
148;11252
148,1;11267,005
148,2;11282,02
148,3;11297,045
148,4;11312,08
148,5;11327,125
148,6;11342,18
148,7;11357,245
148,8;11372,32
148,9;11387,405
149;11402,5
149,1;11417,605
149,2;11432,72
149,3;11447,845
149,4;11462,98
149,5;11478,125
149,6;11493,28
149,7;11508,445
149,8;11523,62
149,9;11538,805
150;11554
150,1;11569,205
150,2;11584,42
150,3;11599,645
150,4;11614,88
150,5;11630,125
150,6;11645,38
150,7;11660,645
150,8;11675,92
150,9;11691,205
151;11706,5
151,1;11721,805
151,2;11737,12
151,3;11752,445
151,4;11767,78
151,5;11783,125
151,6;11798,48
151,7;11813,845
151,8;11829,22
151,9;11844,605
152;11860
152,1;11875,405
152,2;11890,82
152,3;11906,245
152,4;11921,68
152,5;11937,125
152,6;11952,58
152,7;11968,045
152,8;11983,52
152,9;11999,005
153;12014,5
153,1;12030,005
153,2;12045,52
153,3;12061,045
153,4;12076,58
153,5;12092,125
153,6;12107,68
153,7;12123,245
153,8;12138,82
153,9;12154,405
154;12170
154,1;12185,605
154,2;12201,22
154,3;12216,845
154,4;12232,48
154,5;12248,125
154,6;12263,78
154,7;12279,445
154,8;12295,12
154,9;12310,805
155;12326,5
155,1;12342,205
155,2;12357,92
155,3;12373,645
155,4;12389,38
155,5;12405,125
155,6;12420,88
155,7;12436,645
