x;y
21,3;0,637422596
21,4;0,557315054
21,5;0,471639003
21,6;0,381250492
21,7;0,287052651
21,8;0,189986676
21,9;0,091022416
22;-0,008851309
22,1;-0,108636595
22,2;-0,207336421
22,3;-0,303964609
22,4;-0,397555683
22,5;-0,487174512
22,6;-0,571925655
22,7;-0,650962306
22,8;-0,723494756
22,9;-0,788798286
23;-0,846220404
23,1;-0,895187368
23,2;-0,935209915
23,3;-0,965888154
23,4;-0,986915558
23,5;-0,998082028
23,6;-0,999275992
23,7;-0,990485521
23,8;-0,971798446
23,9;-0,943401482
24;-0,905578362
24,1;-0,858707003
24,2;-0,803255727
24,3;-0,739778585
24,4;-0,66890982
24,5;-0,59135753
24,6;-0,50789659
24,7;-0,419360916
24,8;-0,326635126
24,9;-0,230645706
25;-0,13235175
25,1;-0,032735379
25,2;0,067208073
25,3;0,166480004
25,4;0,264088521
25,5;0,359058354
25,6;0,450440594
25,7;0,537322181
25,8;0,618835022
25,9;0,694164668
26;0,76255845
26,1;0,823333001
26,2;0,87588108
26,3;0,919677645
26,4;0,954285094
26,5;0,979357643
26,6;0,994644774
26,7;0,999993743
26,8;0,995351105
26,9;0,980763248
27;0,956375928
27,1;0,922432817
27,2;0,879273062
27,3;0,827327901
27,4;0,767116353
27,5;0,699240032
27,6;0,624377135
27,7;0,543275669
27,8;0,456745972
27,9;0,36565262
28;0,270905788
28,1;0,173452155
28,2;0,074265446
28,3;-0,0256633
28,4;-0,125335626
28,5;-0,22375564
28,6;-0,319939962
28,7;-0,412927549
28,8;-0,501789301
28,9;-0,58563734
29;-0,663633884
29,1;-0,734999618
29,2;-0,799021479
29,3;-0,855059781
29,4;-0,902554608
29,5;-0,941031408
29,6;-0,970105734
29,7;-0,989487083
29,8;-0,998981805
29,9;-0,998495031
30;-0,988031624
30,1;-0,967696132
30,2;-0,93769174
30,3;-0,898318243
30,4;-0,849969046
30,5;-0,793127239
30,6;-0,728360768
30,7;-0,656316756
30,8;-0,577715044
30,9;-0,493340995
31;-0,404037645
31,1;-0,310697285
31,2;-0,21425254
31,3;-0,115667055
31,4;-0,015925863
31,5;0,083974456
31,6;0,183035729
31,7;0,28026817
31,8;0,374700264
31,9;0,465388476
32;0,551426681
32,1;0,631955213
32,2;0,706169457
32,3;0,77332789
32,4;0,832759485
32,5;0,883870424
32,6;0,926150021
32,7;0,959175833
32,8;0,982617877
32,9;0,996241929
33;0,99991186
33,1;0,993591003
33,2;0,977342512
33,3;0,951328739
33,4;0,915809603
33,5;0,87114
33,6;0,817766255
33,7;0,756221659
33,8;0,687121146
33,9;0,611155146
34;0,529082686
34,1;0,441723807
34,2;0,349951369
34,3;0,254682333
34,4;0,156868595
34,5;0,057487478
34,6;-0,042468035
34,7;-0,141999221
34,8;-0,240111598
34,9;-0,335824859
35;-0,428182669
35,1;-0,51626222
35,2;-0,599183449
35,3;-0,676117835
35,4;-0,746296676
35,5;-0,809018766
35,6;-0,863657409
35,7;-0,909666672
35,8;-0,946586846
35,9;-0,974049038
36;-0,991778853
36,1;-0,999599143
36,2;-0,997431767
36,3;-0,985298384
36,4;-0,963320224
36,5;-0,931716888
36,6;-0,890804144
36,7;-0,84099078
36,8;-0,782774514
36,9;-0,716737023
37;-0,643538133
37,1;-0,563909223
37,2;-0,478645919
37,3;-0,388600142
